We do not believe that we should c her ry - p ick ||| Wir glau ben nicht , daß wir nur R os in en heraus p ick en sollten
Wh o is to pay for recycling the car I b ought in France if I reg ister it in B el g ium ? ||| Sie kommt im übrigen ihrer Verantwortung nach
Wh ich national fund will pay for my end -of- life vehic le ? ||| Die Anwendung der Richtlinie ist jedoch Angelegenheit der Mitgliedstaaten . Wir sollten uns h ü ten, sie zu aus führ lich auszu ge st al ten, denn es gibt große Unter schie de in der Dem on t age ­ und Sch re d der wirtschaft z . B . zwischen I t alien und F inn land
Let us be w are , too , of wor ry ing the world of business with the legal un c ertain ty of an unacceptable ret ro ac tive application ||| Ich bin da ge gen, die Verantwortung den Fahrzeu g ei gen t ü m ern auf zu er legen
It is not our intention to start a p un i tive legislative c amp a ign here today, but to continue on our present course, adv oc ating sustainable development ||| Diese M ä nn er und Frau en, die durch Europa f ahr en, be zahl en bereits ihr Aut o , ihre n ationale K f z -S te u er, den K at aly s at or , die K raft st off st eu er und müssen so mit einen hoh en P rei s für das w under bare Fahrzeu g und die Be weg ungs f rei heit auf bring en
Mr President, most of the time, the European Parliament, spe ar he ad ed by environment comm itt e es, does its very best to make a cri tical assess ment of the proposals sub mitted by the European Commission or the Council, so as to improve on them from an environmental point of view ||| Es wäre sehr un k l ug von meinen Kollegen der großen f ö der al ist isch aus ger ichte ten Fraktion en, der P op ul arität des Europäischen Parlaments Ab b ruch zu tun , indem sie eine gemeinsame Verantwortung von Bes itz er und Hersteller durch setz en
N ow , a s ound common position sub mitted by the Council is in dang er of being chang ed for the wor se from an environmental point of view here in Parliament ||| Wie sollte zu dem ein F onds ge scha ffen werden, der die Ent sor g ungs ko sten über n imm t und die inn ere uropäischen Ver rech n ungen durch führt ?
E ver y year , we disc ard a h uge amount of cars which contain many dangerous substan ces ||| Wer z ah lt für die Ent sor gung meines Fahrzeu g s, wenn es in Frankreich ge k auf t, aber in B el g ien angem el d et ist ?
This is why it is important to prevent w ast e materi als ||| Wel ch er n ationale F onds ist dann für die Ent sor g ungs ko sten zuständ ig ?
We should also aim for min imum qu an ti ties of he av y m et al s, as well as of other dangerous substan ces and materi als ||| Wir sollten uns auch h ü ten, die Wirtschaft mit recht licher Uns icherheit aufgrund einer in ak zept ab len Rück wirk ung zu be un ru h igen
In addition , car manufacturers need to produ ce and build these cars in such a way as to fa cil it ate simp le dis m ant ling and re - use ||| Uns ere Aufgabe besteht nicht dar in, eine leg is la tive Stra fe x p e di tion zu st ar ten, sondern unseren Weg in Richt ung auf eine nachhal tige Entwicklung for tz us etz en
What is left of the st ri pp ed vehic le also requ i res to be process ed ad equ ately ||| Herr Präsident! Das Europäische Parlament und an erster Ste lle der Ausschuß für Umwelt f ragen, Volk s ges undheit und Verbraucher politik be wer ten die Vorschläge der Europäischen Kommission oder des Rates zum eist kriti sch und setz en sich in diesem Haus dafür ein , sie aus ö k olog ischer Sicht zu verbess ern
I therefore welcome with open ar ms the per c ent age level s for re - use and recycling which have been proposed by the Council ||| H eute d ro ht in diesem Parlament ein s org fä l tig e ra r bei te ter Gemein sam er Standpunkt des Rates in ö k olog ischer Hin sicht ausge h öh lt zu werden
These day s, the complete dis m ant ling of end -of- life vehicles is economic ally vi able. This means that we move away from sh red d ing ||| In der Europäischen Union wird j ähr lich eine Viel zahl von Fahrzeu gen z er leg t, die große Men gen an gefähr lichen St o ffen ent halten
The pres c rib ed objectives are most certainly vi able and, in the N ether land s, a value of 8 6 % recycling has now already been achie ved ||| Die Ab fall ver m ei d ung ist daher sehr wichtig
The best way of achie ving proper colle ction is to ensure that the last hold er and / or own er can deli ver the car to an author ised treat ment fa cil ity without any cost ||| Auf ein M indest m aß re du z iert werden sollte auch die Ver wendung von Sch wer m et all en und s on st iger gefähr licher St off e und B au teil e
The process ing cost can then be incorpor ated in the pr ice of new cars ||| Des weiteren haben die Hersteller sicher zu stellen, daß die Fahrzeu ge so zu b au en und zu kon st ru ieren sind, daß sie l eicht dem on tiert und wieder ver wend et werden können
The proposals made by a few M E P s imp act great ly on this system ||| Die Re st k ar o sse muß ebenfalls entsprechend be wir t scha f tet werden
The so -c all ed sh ared liability is very c um ber s ome and does not sti m ul ate innov ation ||| Die vom Rat vorgeschlagen en Wieder ver wend ungs - und Re cyc ling ra ten find en deshalb meine un ei ng e schränk te Unterstützung
If the system of deli ver ing cars to treat ment fa cili ties without any cost is appli ed, it will also transp ire that the cost of process ing will come down consider ably ||| Die voll ständ ige Dem on t age von Alt fahrzeu gen ist heute wirtschaft lich vert ret bar , so daß diese künftig nicht mehr dem Sch re d der n zuge führt werden
Finally, this directive should enter into force at the ear li est opportunity ||| Die ges etz ten Ziele sind sicher zu erreich en, in den N ie der land en liegt die Re cyc ling qu o te derzeit nämlich bereits bei 8 6 %
A l ab or ious con ciliation procedure would ent ail an un n ecess ary delay , at the exp en se of the environment ||| Eine um welt ger ech te Rück nahme von Fahrzeu gen er fol gt am be sten da durch , daß der L etzt b es itz er das Alt fahrzeu g ko sten los bei einer zuge lassen en Ver wer tungs an lage ab lie fern kann
Wh y cannot we just be satis f ied with the common position currently tabled ? ||| Die Ver wer tungs ko sten können dann mit dem P rei s für Neu w agen ver rech net werden
If we are , then all that remain s for us to do is to congratulate the Council on the result achie ved ||| Die Vorschläge ein iger Abgeordneten stellen einen m ass i ven Ang riff auf dieses System dar
Mr President, I hold Mr F l or en z in high est e em ||| Die so gen ann te get eil te Verantwort lichkeit ist ab sol ut ung e eig net und nicht inn ov ation s f örder nd
He has deli ver ed excellent work under press ure both from his colleagues and from the car industry ||| Bei der Anwendung der ko sten lo sen Rück nahme wird sich auch zei gen, daß die Ent sor g ungs ko sten erheb lich s in ken
A d d to this the fact that he had to do this from his gre en approach and, against that back g round , find a comprom ise . That was not e as y ||| Die vorliegen de Richtlinie muß so b ald wie möglich in K raft t reten
O ver all , I am not dis s a tis f ied with the present common position and certainly not with the ph il os oph y under ly ing that common position . I would like to comment on two things ||| Ein schwier ig es Vermitt lungs verfahren bedeutet u nn ö tige Ver z ö ger ungen, die zu L a sten der Umwelt geh en
These should indeed be exc lud ed from the directive . Secondly, the cont ro ver si al question as to who bear s the responsibility for taking back cars ||| Wir sollten mit dem vorliegen den Gemeinsamen Standpunkt zu f rieden sein
I do not wish to al ter the text of the common position in any way ||| Uns blei bt so mit nur noch , dem Rat unsere An erk enn ung aus zus p rech en und ihn zu dem erziel ten Ergebnis zu beg lück w ün schen
The manufactur er is and should be li able and the last hold er and / or own er must be able to hand back the car without any cost ||| Herr Präsident! Der Berichterstatter , Herr Fl or enz , findet meine hoh e An erk enn ung
In my opinion, there is too much initi al h es it ation ||| Er hat eine an er ken nen s wer te Arbeit gel eist et, bei der er nicht nur unter dem D ruck seiner Kolleginnen und Kollegen, sondern auch der Aut om obil industrie st and
The car l ob b y has l ed too many people up the g ard en p ath ||| Zu dem muß te Herr Fl or enz vor dem g rü n - ö k olog ischen Hin ter grund seiner Po si tion auch noch zu einem Kom pro miß gel ang en, was nicht l eicht war
I would also like to mention that experience has non eth el ess t au ght us that the process ing cost is in fact pass ed on ||| Ins ges amt bin ich mit dem vorliegen den Gemeinsamen Standpunkt und vor allem mit der ihm zu grund el ie gen den Über leg ung recht zu f rieden
These costs are not very high ||| Zu zwei P unk ten habe ich etwas zu b em erk en, nämlich zum einen zu den O l d ti m ern und M ot or rä der n, die tatsächlich aus dem G elt ungs bereich der Richtlinie ausge schlossen blei ben müssen, und zum anderen zu der St reit frage , wer nun eigentlich für die Rück nahme der Fahrzeu ge ver antwort lich ist
In the Member State where I come from , you are talking about 15 0 G u ild ers per car ||| An dem Wort lau t des Gemeinsamen Standpunkt s möchte ich nicht r ü t tel n
If you ch arge this from day one , you can process the old cars st ra ight away ||| Der Hersteller ist zuständ ig , muß zuständ ig sein, und der L etzt hal ter muß das Alt fahrzeu g ko sten los ab lie fern können
A very large industry might then em er ge which would ensure that sc ra p y ard s, which used to be a common fe at ure in our Member States, would then dis ap pe ar ||| Mein es Erachtens werden zu große Be für cht ungen geh eg t
I do not wish to make any changes to this particular aspect of the comprom ise ||| Die Aut ol ob b y hat zu viele ir re ge führt
I think it would be a good thing if we were to appro ve the present legislation together as soon as possible ||| D en Kolleginnen und Kollegen möchte ich noch mals sagen, daß die Kosten für eine solche Ent sor gung er fahr ungs gem äß weiter ge geben werden
This is positive because , in that way , the n ine million cars which are introdu ced each year on t o European road s will actually be process ed appropriate ly, and this will benefit us all ||| Sie sind nicht so nder lich h och
Mr President, the present directive is important in so far as it help s prevent our being fa ced with ha z ard ous w ast e from end -of- life vehicles and in so far as it prom ot es the re - use and recycling of materi als from sc ra pp ed cars ||| In dem Mitgliedstaat , aus dem ich komm e, bet ragen sie 15 0 G ul den pro Fahrzeu g
I therefore think it is crucial for the environment that the ban on using po is on ous he av y m et als should be fully implemented and that we should not redu ce manufacturers ' liability ||| Wir f angen damit bei N u ll an, und die Alt aut o ver wertung ist denn auch so f ort möglich
If we do redu ce it, we rem ove from manufacturers the inc en tive to design and produ ce cars which give r ise to less w ast e ||| Eben so kann sich so f ort eine G roß industrie entwickel n, so daß es die frü her in unseren Mitgliedstaaten üb lichen Aut o f rie d h ö fe künftig nicht mehr geben wird
The common position , which was ar ri ved at with great difficult y in the Council, which the Commission has end ors ed and which was also maintain ed in Parliament' s Committee on the En v ironment , Public He alth and Con s um er Polic y, comp lies fully with the environmental requirements ||| An diesem Punkt des Kom pro m iss es möchte ich also nicht r ü t tel n
I therefore find it inc om p reh en sible and very c ur ious to see amendments from members of the Committee on the En v ironment , Public He alth and Con s um er Polic y, the objectives of which are to weak en the environmental requirements and significant ly redu ce car manufacturers ' liability ||| Der uns heute vorliegen den Rechts vorsch rift sollten wir um geh end unsere Zu stimmung geben
If these amendments are adopt ed, I think that we shall cause Parliament serious ly to l ose cre di bility on environmental issues ||| Damit können die j ähr lich in der Europäischen Union neu zuge lassen en 9 Millionen Fahrzeu ge dann auch s ach ger echt ent sor gt werden, was für uns alle von Vor teil ist
So far , we here in Parliament have been positive c at aly st s for environmental protection but now , if the amendments proposed by Mr F l or en z and Mr L ange are adopt ed, we are to become a ne g ative fact or for the environment in Europe ||| Herr Präsident, die vorliegen de Richtlinie ist wichtig, um der Ent steh ung sch äd licher Ab fä lle aus Alt fahrzeu gen vorzu b eu gen und die Wieder ver wendung und Wieder gew in nung von M ater i alien aus versch ro t te ten Fahrzeu gen zu förder n
What is more , if we redu ce manufacturers ' liability on this issue , this will also have serious consequ ences for sub sequ ent matters in other areas, for example the forth coming directive on sc ra p from comp ut ers and other elect ron ic equ ip ment ||| Deshalb ist es meiner Meinung nach aus Umwelt g ründ en entscheiden d , daß die Ver wendung g i ftig er Sch wer m et a lle durch g äng ig verb oten und die Verantwortung der Hersteller nicht gem inder t wird
I would therefore recommend to Members of Parliament that we c ut ac ross party l ines and vote against all the amendments to the common position which would weak en environmental standards and redu ce manufacturers ' liability ||| Durch die Ein schränk ung der Verantwortung der Hersteller würde der An rei z zur Kon st ru ktion und Her stellung von Autos ent fall en, welche weniger Ab fä lle er zeu gen
We shall then be able to achieve an environment ally respect able result ||| Der Gemein sam e Stand p unk t, der im Rat mü he voll erreich t worden ist, dem sich die Kommission ange schlossen hat und der auch vom Ausschuß für Umwelt f ragen, Volk s ges undheit und Verbraucher politik des Parlaments akzep tiert worden ist, wird den Umwelt an forderungen in voll em Um fang gerecht
Mr President, this excellent directive will end the d u mp ing of old car s, encoura ge recyc l ing, and above all encoura ge manufacturers to design cars which can e a si ly be recyc led ||| Deshalb er schein en mir die Änderungsanträge ein iger Mitglieder des Ausschusses , die das Ziel haben, die Verantwortung der Aut oh er steller wesent lich abzu sch wä ch en, m erk wür dig und un verständlich
N ow who should pay the costs ? ||| Wenn diese Änderungsanträge angenommen werden, setz en wir meiner Meinung nach die G lau b wür d igkeit des Parlaments in Umwelt fragen ernst ha ft auf s Sp iel
Wh ate ver system is adopt ed, u l tim ately the cost will be pass ed on to the consum er ||| B is her war das Parlament ein positi ver K at aly s at or für den Umwelt schutz , jetzt werden wir in dieser Sach e zu einem n eg ativen Umwelt f akt or in Europa , f all s die Änderungsanträge von Herrn Fl or enz und Herrn L ang e angenommen werden
The best way of achie ving our environmental objectives is to make the manufacturers our instrument both for colle c ting the money and for disp os ing and recycling of the cars ||| Wenn wir die Verantwortung der Hersteller in diesem Bereich ab sch wä ch en, wird das außer dem sp ä ter ern ste Fol gen für andere Bereich e haben, z . B . in bezug auf die an steh ende Richtlinie über E l ekt r on ik - und C omp u ter sch ro t t
The manufacturers have tr ick ed Mr F l or en z and Mr L ange into t abl ing amendments here which serious ly weak en these proposals ||| Deshalb möchte ich den Mitglieder n des Parlaments e mpf ehl en, über die Fraktion s grenz en hin weg gegen alle Änderungsanträge den Gemeinsamen Standpunkt bet reff end zu stimm en, die den Umwelt stand ar d versch l echt ern und die Verantwortung der Hersteller ein schrä n ken wür den
Do not be fo ol ed by the car manufacturers ! ||| D ann lie ß e sich ein aus ö k olog ischer Sicht ak zept ab l es Ergebnis erreich en
If you want the full benefit s of this directive use your vote to th row out these amendments ||| Herr Präsident, diese ausge zeich ne te Richtlinie wird der ung ere gel ten Ent sor gung a l ter Autos ein Ende bereit en, das Re cyc ling unterstützen und vor allem die Aut om obil her steller an halten, Fahrzeu ge zu entwickel n, die sich l eicht re cyc el n l assen
Mr President, Commissioner, this debate is not a technical debate , cont r ary to what we may think ||| N ur wer soll das be zahl en ?
It has become e min ently political ||| G anz gleich , für welch es System man sich ent scheid et, am Ende wird der Verbraucher die Kosten zu tragen haben
Y esterday we hon ou red our institution with a political debate ||| Uns ere um welt politi schen Ziele können wir am be sten da durch erreich en, daß wir die Hersteller für unsere Zw eck e n utz en, und zwar sowohl im Hinblick auf die finanzie lle Seite als auch die Ent sor gung und das Re cyc ling der Fahrzeu ge
T od ay , if 3 1 4 Members of Parliament y ield to the strength of the l ob b ying of some car manufactur ers, we should be doing ourselves dis h on our ||| Die Aut om obil her steller haben Herrn Fl or enz und Herrn L ang e gesch ick t dazu geb rach t, Änder ungs vorsch lä ge vorzu legen, die die eigen t lichen Vorschläge ernst lich unter min ieren
In ex pe c ting consum ers to bear h alf the cost of the rec over y of end -of- life vehic l es, as Amendment No 3 8 sti pul ates , even though the common position states that all rec over y costs should be b or ne by the manufactur er, Parliament would , for the first time, not be ac ting as the def ender of the rights of the consum ers and citizens of Europe, it would be t ur ning into mere s ound ing bo x for different l ob b ies ||| Lassen Sie sich nicht von den Aut om obil her stell ern t ä u schen !
We cannot accept this. It would be a pre ced ent which would open the do or to all s ort s of press ure in many other areas ||| Wenn Sie wollen, daß diese Richtlinie ihre v olle Sch lag k raft beh ä l t, dann n utzen Sie Ihre S timm e, um diese Änderungsanträge hin weg zu f egen
It would also be the first time that the European Parliament would be weak ening a Council position , where as us ually we are comp l ain ing that their position is not strong enough ||| Herr Präsident, Frau Kommissar in, wer te Kolleginnen und Kollegen!
The free rec over y system , for example, for old vehicles and ra ising the per c ent age to be recyc led will increase recycling activities and the number of jobs this gener ates according ly ||| Diese Aussprache ist kein es weg s techn ischer N atur , wie man den ken könn te, sondern hat einen h och politi schen C ha ra kt er angenommen
Th u s, for the consum er, for the environment and for the new jobs to be creat ed in recyc l ing, the Council ' s common position defin ite ly must not be amend ed. It is, as it stand s, perf ect ly accept able ||| Ge st ern haben wir unserer Institution mit einer politischen Debatte E hr e gemacht
Mr President, like so many others here today, I believe this is a good measure ||| Wenn heute 3 1 4 Abgeordnete der m äch tigen L ob b y bestimm ter Aut om obil her steller nach geben wür den, wäre dies eine Sch and e für uns
This is a use ful measure and it is one which we all need ||| Mit der Forder ung, daß die E igen t ü m er die H ä l fte der Ent sor g ungs ko sten der Alt fahrzeu ge tragen soll en, wie dies in Änderungsantrag 3 8 vorgesehen ist, während im Gemeinsamen Standpunkt die Über nahme der Ges amt ko sten durch den Hersteller geforder t wird, würde das Parlament zum ersten M al seine Rolle als Für sprech er der europäischen Verbraucher und der Bürger auf geben und sich gew iss er m aß en zum Sp rach ro hr der L ob b ie s machen
M ost of the technical issues have been resol ved ||| Das können wir nicht hin nehmen, denn es wäre ein P rä ze den z fall , der der Aus ü b ung von D ruck in vielen anderen Bereichen T ür und T or ö ff nen würde
There are some detail s to be final ised but most of the technical issues have been resol ved ||| Es wäre auch das erste M al , daß das Europäische Parlament einen Standpunkt des Rates ab sch wä ch t, während wir doch im allgemein en - wie ich glaube - um ge kehr t handel n
We have ar ri ved at the final question ||| Durch eine ko sten lo se Rück nahme der Alt fahrzeu ge z . B . und die Er h öh ung des Re cyc ling ant ei ls wür den sich die entsprech enden Wirtschaft st ätigkeit en aus weit en und damit neue Arbeitsplätz e ent steh en
In the first read ing debate it was only the E conom ic and Mon etary Affairs Committee which asked this question and it was only myself as the draft s man of the opinion of that committee who pos ed that question in Parliament ||| Im Interesse des Verbrauch ers , der Umwelt und der in der Re cyc ling wirtschaft neu ent steh enden Arbeitsplätz e darf daher der Gemein sam e Standpunkt des Rates , der in seiner j etz igen Form völlig ak zept ab el ist, kein es falls ge änder t werden
That is quite simply : Wh o pay s ? ||| Herr Präsident, wie viele der An w es enden halte auch ich dies für eine gute Maßnah me
The Council common position reached a reason able comprom ise in that the manufacturers should pay a significant part of the cost , not all of it as Mr B ow is has m ist ak en ly said ||| Es ist eine s inn v olle Maßnah m e, die wir alle brauchen
In fact perhaps as little , the law y ers tell us, as 2 0% or one -f if th of the cost ||| Die techn ischen Probleme wurden im wesentlichen ge klär t
That is not un re as on able ||| Es müssen noch einige Ein zel fragen end g ül tig ge klär t werden, aber die Mehr zahl der techn ischen Probleme ist gel ö st
If you look at the U K consum er for example, who bu y s a R over , as Mr L ange has indic ated or for that matter any other make of car in the U K and who has for years been pay ing ex ces sive pr ic es for those car s, over and above comp ar able pr ic es in other part s of Europe, why should they pay ? ||| Wir sind bei der letzten Frage ang el ang t
They have pa id already ||| In der Debatte zur ersten L es ung wurde diese Frage nur vom Ausschuß für Wirtschaft und Währ ung gestellt und von mir als dem Ver f ass er der Stellungnahme dieses Ausschusses dem Parlament vorge tragen
Wh y should the very same people as tax p ay ers or as future car bu y ers, pay again to disp ose of the vehic le that the manufactur er has made the pro fit from ? ||| Sie l au tet ganz einfach : Wer z ah lt ?
I cannot accept that ||| Der Rat schl ug in sein em Gemeinsamen Standpunkt einen vern ünf tigen Kom pro miß vor, der bes ag t, daß die Hersteller einen bet rä cht lichen Teil der Ko st en, aber nicht s äm tliche Ko st en, wie Herr B o w is ir r t ü m licher weise fest stell te, tragen sollten
There are amendments here today that are propos ing that should be the case ||| Wie uns die An wä l te sagen, tatsächlich möglich er weise nicht mehr als 2 0 % oder ein F ünf tel der Kosten
I cannot accept it and I will not vote for it ||| Das ist doch wohl nicht zu v iel
The responsibility for these cars li es with the manufactur er ||| Wenn Sie sich beispielsweise den b riti schen Verbraucher an scha u en, der einen von Herrn L ang e z iti er ten R o ver oder auch irgend ein e andere Aut om ark e im Vereinigten Kön ig reich k au ft und der seit Jahren über h öh te P rei se für diese Autos zahl t, die weit über ver gleich baren P rei sen in anderen Teil en Europas lie gen, war um soll er zahl en ?
It is the manufactur er who has to provide the inf ra st ruct ure and provide a reason able part of the cost of disp os al ||| Er hat doch schon ge z ah lt
The common position does not prec lud e the possibility of contribution s being made by government ||| W ar um sollen dies el ben Person en als Steuer zahl er oder k ünf tige Aut ok ä uf er für die Ent sor gung von Fahrzeu gen be zahl en, an denen der Hersteller ver di ent hat ?
The common position is a reason able comprom ise ||| Ich kann das nicht akzep tieren
S ome of the amendments today are tot ally un re as on able in that they take away completely the responsibility from the car manufactur er of pay ing a little if any of the cost of disp os al of cars on the road ||| Uns lie gen heute einige Änderungsanträge vor, die genau das vor schlagen
I cannot accept that and on behalf of the tax p ay ers and the consum ers of Europe I am voting against those amendments ||| Das kann ich nicht akzep tieren, und dafür werde ich auch nicht s ti mmen
Mr President, there is agreement that we must give some thought as to how we in Europe will proper ly deal with end -of- life car s, although in this inst ance the Council has not provided a mod el for a su it able European environment policy ||| Die Verantwortung für diese Fahrzeu ge liegt beim Hersteller
It is dis gra ce ful the way in which the German Presidency hand led this matter ||| Der Hersteller hat die entsprech ende In fra struktur bereit zu stellen und einen angem essen en Teil der Ent sor g ungs ko sten zu tragen
Firstly, H er r T rit tin , the En v ironment Minister , was not in t un e with his colleagues in the C ab in et , then Ch ance ll or Sch r ö der b lu nder ed in like a b ull in a ch in a sh op , having no exper t know ledge of this process ||| Der Gemein sam e Standpunkt schließ t die Möglichkeit einer Beteil igung durch den Staat nicht aus
M ind you, even the R es olution of the Fin n ish Council Presidency in J un e was not the best result that could have been done achie ved ||| Der Gemein sam e Standpunkt ist ein vern ünftig er Kom pro miß
There are certain weak ness es, the gre ates t of which, in my opinion, is that not enough consideration is being given to the situation of small business es ; after all, the car industry is more than just large companies ||| Ein ige der heute vor geleg ten Änderungsanträge sind ins o fern völlig un zu m ut bar , als sie die Aut om obil her steller ihrer Verantwortung für die Über nahme eines auch noch so klein en T ei ls der Kosten für die Ent sor gung von K raft fahrzeu gen ent h eben
It is in the area of supp ly that small business play s an important role and we must not fail to also take account of the interests of those employ ed in small and medium -si zed enter p ris es ||| Das kann ich nicht akzep tieren, und ich stimm e daher im Namen der europäischen Steuer zahl er und Verbraucher gegen diese Änderungsanträge
For there are consider ably more than two million people employ ed in this sector ||| Herr Präsident, meine sehr ge ehr ten Damen und Herren ! Es besteht Ein igkeit darüber , daß wir uns Ge d an ken darüber machen müssen, wie wir in Europa mit a l ten Autos or den tlich um geh en, aber der Rat hat in diesem Fall kein Beispiel für eine s inn v olle europäische Umwelt politik gegeben
The p light of small business es is also address ed by num erous amendments from the Committee on the En v ironment , Public He alth and Con s um er Polic y and also the amendments in question from our group to Article 5 concerning costs ||| Es war b la m ab el , wie die deu t sche Ratspräsiden tschaft mit diesem Thema um ge gangen ist
The common position is also no great sh akes from an environmental view p oint ||| Zunächst hat sich Herr T ritt in, der Umwelt min ist er, nicht mit seinen Kollegen im K ab in ett ausreich end abge stimm t, an schließend hat sich Herr B und es k anz ler Sch rö der wie ein E le f ant im P or z ell an la den ohne Sach ken nt nis in dieses Verfahren eing em isch t
It fail s to take in the b ig g er p ict ure and when my fe llow de leg ate from the G re ens say s that this is the first time that the European Parliament has t on ed down a common position , I really must ob ject , because quite simp ly, it is not environment ally mean ing ful to restric t the use of modern , low - con s u mp tion cars such as the 3 - l it re car , which contain a great deal of pl as tic , by means of r ig id , high recycling qu ot as ! ||| Aber auch der Be schluß der f inn ischen Ratspräsiden tschaft im J un i war nicht das Be st e, was man erreich en kon n te
Con sequ ent ly, we must support an amendment which at least per mit s excep tions in the case of particularly economic al cars ||| Es gibt einige Sch wä ch en. Die größ te Sch wä che ist aus meiner Sicht , daß die Situation des Mittel stand es nicht ausreich end berücksichtigt wird, aber die Aut om obil industrie besteht nicht nur aus G roß unter nehmen
The objec tions of the industry in this matter are certainly not without found ation ||| Ger ade im Zu lie fer bereich spiel t der Mittel stand eine sehr große Rolle , und wir müssen die Interessen auch der Beschäftig ten in diesen klein en und mit t l eren Bet rie ben berücks ichtigen
However, the argu ments of the pl as tic s and car industri es would be more pers u a sive if a commitment were to be given to redu cing C O 2 level s in Europe in other sect ors b es id es these ||| D ann sind es weit mehr als zwei Millionen Mensch en, die in diesem Bereich ihren Arbeitsp l atz find en
Mr President, we are indeed now in a very r are situation : those who wish to up ho ld environmental values will take the s ide of the Council in their common position ||| Dieser Situation des Mittel stand es d ien en auch viele Änderungsanträge des Ausschusses für Umwelt f ragen, Volk s ges undheit und Verbraucher politik und auch die vorliegen den Änderungsanträge unserer Fraktion zu Artikel 5 be züglich der Kosten
In contra st to what the previous speak er said, I can say I am really p rou d that a common position was achie ved during the Fin n ish Presidency to up ho ld environmental values ||| Auch um welt politi sch ist der Gemein sam e Standpunkt keine G l anz leist ung
If we s li de away from the common position and tr y to di vid e the recycling cost s, we will be creating a lo oph o le : we will not have creat ed a r ational , clear system in which the di vision of respon sib ili ties is in order ||| Es f eh lt der B l ick für die großen Zusammen häng e, und wenn die Kolleg in von den G rü nen sag t, es wäre das erste M al , daß das Europäische Parlament einen Gemeinsamen Standpunkt ab sch wä ch t, dann kann man das so nicht sagen, denn es ist doch um welt politi sch nicht s inn voll , daß wir durch st ar re , hoh e Re cyc ling qu oten m o der n e, verb rauch s ar me Autos wie das 3 - L it er - A ut o , wo eben viel K un st st off eing es etzt wird, verhindern !
That is wh y, in my opinion, the manufactur er must take the gre ates t share of the responsibility ||| Daher muß man einen Änderungsantrag unterstütz en, der zum indest Aus nah men zu lä ß t, wenn wir besonders sp ar sam e Autos haben
On ly then will we find an ad equ ate solution to the problem , taking into consideration the fact too that the manufactur er should be encoura ged to make vehicles whose part s can be recyc led at the small est possible cost in the future ||| Die Einw änd e der Ind ustrie in diesem Bereich sind sicher lich nicht un lo g isch
Mr President, there are two issues of principle in the Council ' s draft directive ||| Die Ar g ument ation s k raft der K un st st off - und der Aut o industrie würde aber auch zu nehmen, wenn man sich nicht nur in diesem Zusammenhang für die Re du z ierung von C O 2 in Europa eng ag ieren würde
The first concerns the manufactur er ' s un re st ric ted liability to take back end -of- life vehicles ||| Herr Präsident, wir befind en uns derzeit tatsächlich in einer ung e w ö hn lichen Lage : Die jen igen, die sich für die Umwelt wer te ein setz en wollen, vert reten den Gemeinsamen Standpunkt des Rates
There is the risk of creating a mon op o ly within the car dis m ant ling trade . This particularly appli es in areas within the EU where dist an ces are great and where a lot of small companies are involved in dis m ant ling vehicles ||| Im Gegen satz zu meinem Vor re dner bin ich wirklich st ol z darauf , daß wir während der f inn ischen Präsidentschaft einen Gemeinsamen Standpunkt erziel t haben, in dem die Umwelt wer te vert ei dig t werden
I believe that, quite ap art from the nature of the issue concerned, the EU ' s dire ctives should not treat small companies within the Union un f air ly ||| Wenn wir den Gemeinsamen Standpunkt k i pp en und versuch en, die Ent sor g ungs ko sten zu teil en, sch affen wir Sch l u pf l ö ch er : Wir bring en kein vern ünftig es, klar es System zu w e ge , in dem die Verantwort lichkeit en g ere ge lt sind
Un re st ric ted liability on the part of manufacturers would also be in dang er of creating a situation in which the market for used car part s dis ap pe ar s, for manufacturers would have a greater responsibility to se ll new part s ||| Deshalb muß meines Erachtens die Haupt ver antwort ung beim Hersteller lie gen
Y et the trade in used car part s is important , especially for those who colle ct and r en ov ate old er vehicles ||| N ur so können wir das Problem hin reich end l ö sen und auch An rei ze für die Hersteller schaff en, Fahrzeu ge zu pro du z ieren, die in Zukunft möglich st ko sten g ün st ig ent sor gt werden können
The principle of un re st ric ted liability on the part of manufacturers is also d ub ious in terms of the principles govern ing the market economy ||| Herr Präsident! Der Richtlin ien ent wurf des Rates ent hält zwei grundlegen de Probleme
It should be possible for changes to be made to companies and for the l at ter to be so ld and w ound up ||| Das ist zum einen die un ei ng e schränk te Verpflich tung der Hersteller zur Rück nahme von Alt fahrzeu gen
They should be able to establish themselves in new market s, but also to le ave old market s ||| Hier besteht die Gefahr , daß eine Mon op ol s ituation bei der Dem on t age wirtschaft ge scha ffen wird, insbesondere in Gebie ten mit großen Ent fern ungen und zahlreich en mit der Dem on t age be schäftig ten Kl ein unter nehmen
To b ind manufacturers by means of a liability which can extend very far back in time i ll accord s with a flex ible market economy design ed to promote development ||| Ich bin der Mein ung, daß eine EU- R icht lin ie , unabhäng ig von ihrem In hal t, die mit tel ständ ischen Bet rie be innerhalb der Union nicht ben ach teil igen darf
The second principle in the Council ' s common position is the ret ro ac tive e lement in the draft directive ||| Die un ei ng e schränk te Verantwortung der Hersteller gefähr d et auch den Geb rauch t war en m ark t, da der Hersteller in hö her em Maß e zum Ver k auf neuer Teil e ver pflich tet ist
